product_id,product_name,category,cost_price
106,Defense,Home,3920.028123557431
107,Set,Home,3238.538646305784
108,Situation,Electronics,288.52076134681636
109,Pattern,Electronics,1832.2498062098427
110,Deal,Home,4786.159086647216
111,City,Fashion,2526.985671265496
112,Check,Grocery,2192.009223297538
113,Education,Grocery,2315.613045538505
114,Phone,Electronics,1083.9694838255605
115,Strong,Grocery,1875.1004957807363
116,Southern,Fashion,1880.5756171365242
117,Forget,Grocery,309.1573499279884
118,Year,Electronics,3849.4597611636955
119,Could,Electronics,2111.696937924201
120,Can,Fashion,4119.790439741295
121,Run,Fashion,4259.222605543482
122,Protect,Grocery,1099.3705707583574
123,White,Grocery,3303.8997367421366
124,Poor,Electronics,2387.7949306067594
125,Hair,Fashion,4406.775852711351
126,Major,Fashion,1117.916361923448
127,Dog,Fashion,3405.175341534719
128,Sign,Grocery,3058.373005150977
129,List,Fashion,1511.7423139805724
130,Rule,Electronics,726.1744730733044
131,Down,Electronics,3275.616814362519
132,End,Grocery,3706.057417755037
133,Once,Home,1612.3553516285824
134,Adult,Grocery,3241.9213899104534
135,Tend,Home,2005.8979926769412
136,Police,Fashion,3580.374072248958
137,Space,Grocery,1036.1156107255629
138,Later,Electronics,4456.564263049063
139,And,Fashion,1472.6775025046197
140,More,Electronics,1870.5406393929568
141,Accept,Fashion,337.55516279773144
142,White,Grocery,601.9854509903181
143,Different,Home,2603.5164184260243
144,Watch,Fashion,1374.5837498034589
145,State,Home,4185.627117423862
146,Message,Fashion,122.73227384202153
147,Beautiful,Electronics,1926.5155409260842
148,Resource,Electronics,1719.8604565070088
149,Specific,Fashion,145.67177304212512
150,Particularly,Home,665.6235750525256
151,Various,Grocery,2097.5312408472446
152,Performance,Grocery,2489.6796930148607
153,Forget,Electronics,2051.2342489116018
154,Car,Grocery,2678.1415081398645
155,Paper,Electronics,2995.9017907831235
156,Fall,Grocery,99.12291458278636
157,Figure,Fashion,2347.2710392948443
158,Person,Electronics,4819.321242393562
159,Interview,Electronics,2619.209786641266
160,Money,Fashion,3403.834223921818
161,But,Electronics,1593.726096688572
162,Ok,Grocery,3881.2573218561747
163,Grow,Grocery,3875.9613352867696
164,Pressure,Electronics,2630.4154358879878
165,Occur,Grocery,4881.268425232107
166,Position,Home,671.4735630751342
167,Around,Electronics,133.8909412034259
168,Radio,Fashion,3862.283148197625
169,Accept,Home,4045.419909956169
170,Often,Electronics,645.0257841468524
171,Direction,Fashion,1364.6350231451001
172,Man,Grocery,136.88419866481308
173,Probably,Fashion,1501.8776233637952
174,Phone,Home,3877.052275897424
175,Enough,Grocery,2613.904612177266
176,Free,Electronics,1773.073186183026
177,Nor,Grocery,1890.109509786335
178,Half,Electronics,56.700447291567365
179,Decade,Electronics,1534.0126114479176
180,Rich,Fashion,3249.970771107756
181,Energy,Fashion,4872.262496890968
182,Meeting,Fashion,4242.951093570303
183,Old,Home,166.7950749953692
184,Team,Home,4497.8749931404545
185,Keep,Fashion,3926.8321458281985
186,While,Home,3912.861811676353
187,Movement,Grocery,2317.079007067679
188,Air,Grocery,2020.126200124789
189,College,Home,1549.4328577243034
190,Range,Home,375.1895518241106
191,Price,Grocery,1179.7650492938105
192,Sort,Electronics,1270.6879931412218
193,Could,Grocery,2446.181495065498
194,Event,Grocery,3749.849812653635
195,Pull,Home,2395.358650569836
196,Always,Grocery,336.330024763445
197,Debate,Home,4791.059514891609
198,National,Home,4716.485379515856
199,Study,Fashion,3936.6882385846216
200,Great,Grocery,4957.073112742892
201,That,Electronics,2745.1875473613013
202,Growth,Fashion,4815.70333375337
203,School,Home,424.24495105291635
204,Itself,Home,1860.119703893788
205,World,Electronics,1165.637276633491
206,Major,Home,1019.3737664646367
207,Skill,Grocery,746.9745970187466
208,A,Fashion,3130.9475257516833
209,Respond,Home,3917.54318594916
210,Around,Home,2912.5770771307853
211,Lose,Electronics,777.4654124616379
212,Course,Grocery,4065.062661170681
213,Talk,Home,3197.975800460456
214,Act,Electronics,1971.4202453286277
215,Send,Home,3386.9449629035116
216,Over,Electronics,1336.5296472520226
217,Than,Electronics,1758.701432046342
218,Kitchen,Grocery,4591.554923503351
219,Ok,Home,1487.997303073531
220,Class,Grocery,2376.441927381786
221,Food,Electronics,4456.1986301102725
222,Safe,Fashion,3553.220683824261
223,Machine,Home,357.9059695152786
224,Indeed,Fashion,779.1500691809032
225,Win,Home,88.81587432098826
226,Close,Grocery,3173.062861634359
227,Room,Grocery,2265.9834557815707
228,Stand,Grocery,714.6605119662639
229,Their,Grocery,4791.773899231013
230,Special,Grocery,2671.8156335308186
231,Different,Fashion,1247.3718058588015
232,Prevent,Grocery,2527.9876772158023
233,Leader,Electronics,3414.1206470387838
234,Once,Electronics,427.3841289691442
235,Author,Fashion,1409.7838844870653
236,Threat,Home,4044.4791798757683
237,Argue,Electronics,2325.341108493173
238,Night,Home,2755.55685305986
239,Travel,Fashion,2192.4392109368728
240,Far,Home,267.3047160828753
241,Cut,Home,870.4614101097718
242,Perform,Home,2255.43111177236
243,Yeah,Home,1085.4680537692427
244,Behind,Fashion,297.3961918654097
245,Stage,Electronics,4226.065837056528
246,Citizen,Grocery,4906.903019362373
247,Both,Home,3976.05722628386
248,Less,Electronics,4276.235362438102
249,Why,Electronics,1247.7867950693746
250,Rate,Fashion,4805.103528790339
251,Still,Electronics,1024.7822370444705
252,Camera,Fashion,4759.57756129107
253,Eight,Home,4974.355505131458
254,Later,Home,3573.0278884429413
255,Son,Grocery,4906.661472369518
256,Worry,Grocery,2869.2219088571633
257,Born,Grocery,1334.7318267216472
258,Read,Electronics,2213.1296340448234
259,General,Home,2988.1266301249907
260,One,Fashion,411.7537320337242
261,Somebody,Grocery,3130.5991598553683
262,Black,Fashion,4906.830291973358
263,Third,Fashion,991.0328664294518
264,Speech,Grocery,3973.3458256274976
265,Serious,Home,4544.0990292091155
266,Wait,Grocery,4721.322884460093
267,Whom,Fashion,4802.671241806964
268,Quality,Grocery,2631.225211671286
269,Whether,Fashion,4887.674144557944
270,Must,Fashion,3798.685525315472
271,Election,Grocery,850.2736093729613
272,Decision,Electronics,2410.6555270164513
273,Necessary,Grocery,3605.7393180914196
274,Catch,Electronics,1274.3345633044626
275,Prevent,Fashion,3221.0451585669925
276,Care,Fashion,3349.672371280765
277,Worry,Electronics,855.3637318524012
278,Treat,Fashion,2847.1722966411435
279,Sure,Electronics,3869.553209344108
280,Majority,Electronics,2519.5335394529125
281,Too,Fashion,109.91042804173176
282,Course,Home,94.74042194249628
283,Nearly,Electronics,1817.2952526515603
284,Provide,Grocery,4634.66063873732
285,Every,Grocery,1181.9500590378634
286,Outside,Fashion,3190.1002599148514
287,Then,Home,1149.2755599319369
288,Southern,Fashion,1642.2664488147657
289,Happen,Home,4247.808343527346
290,View,Electronics,3657.864139236237
291,Tv,Electronics,522.2264227003926
292,Against,Electronics,2172.0750038828464
293,Follow,Electronics,194.3903300440591
294,Hit,Grocery,2430.4062256848947
295,Support,Grocery,3329.048357920287
296,Investment,Fashion,636.5879868108502
297,Will,Home,1479.98044760037
298,Price,Electronics,2019.2912962356768
299,Finish,Electronics,4601.678572047446
300,Agree,Home,4966.612326343672
301,May,Home,272.31093002829846
302,Democratic,Fashion,3816.989221302191
303,Single,Home,1890.034128691599
304,Specific,Electronics,1992.668021835926
305,Position,Electronics,3783.6116180677623
306,Necessary,Electronics,4596.210839119773
307,Entire,Electronics,4757.096542787614
308,Wait,Electronics,2906.756800889688
309,Force,Fashion,1817.7497385374888
310,Involve,Electronics,3948.3679750009574
311,Trouble,Fashion,1292.4568471483863
312,Affect,Electronics,2842.166442725913
313,Management,Grocery,1824.9633845481221
314,Part,Grocery,3300.3238148539867
315,Turn,Grocery,1239.9746188228592
316,Suggest,Grocery,998.3850813873876
317,Believe,Fashion,4595.2834790434135
318,If,Fashion,553.9282306002076
319,Already,Home,2554.4916432879118
320,Movement,Electronics,1143.2212756668941
321,Every,Grocery,242.7033184620539
322,Spring,Fashion,228.29315054256062
323,Budget,Electronics,917.3477719238454
324,Collection,Electronics,4340.513254804701
325,My,Fashion,1448.269782686282
326,Both,Grocery,4754.772894347714
327,Share,Home,2929.030350296508
328,Which,Electronics,2211.240239355392
329,Use,Home,2921.4397316138
330,Physical,Grocery,2607.6570068700253
331,Claim,Grocery,3805.9424560987595
332,Market,Home,1448.3555265656187
333,Hot,Grocery,1797.5994384214969
334,Others,Electronics,4475.766797539591
335,Season,Home,4734.959740094507
336,Assume,Grocery,4468.163226058049
337,Knowledge,Home,2126.267570088702
338,State,Electronics,3912.8092398840645
339,Figure,Grocery,2407.861879840439
340,Measure,Electronics,2512.822268123206
341,Collection,Grocery,1063.1665398335556
342,Glass,Fashion,2976.0950011296563
343,Bad,Grocery,971.3726938790722
344,Than,Home,1691.245260382609
345,Rest,Grocery,4282.399498018679
346,Main,Electronics,1075.0252555937334
347,Table,Electronics,402.2335116084924
348,Other,Grocery,391.5875834334407
349,Learn,Home,4706.883376490384
350,Owner,Fashion,2559.2561679110813
351,Less,Home,2076.5897554942408
352,Free,Fashion,4063.8489759891963
353,Clearly,Electronics,4187.338343157055
354,For,Home,1694.3456139222428
355,Two,Fashion,3483.4093844952863
356,Box,Grocery,3867.0579384668386
357,Spend,Electronics,3290.520899986475
358,Woman,Grocery,800.3956202604919
359,Five,Electronics,4385.621263409432
360,Alone,Home,2718.5180360432432
361,Professor,Home,1448.2385105315184
362,Official,Electronics,2154.879517916585
363,Spring,Electronics,235.97689747459154
364,In,Electronics,682.9406660509669
365,Responsibility,Home,3839.456415053511
366,Meeting,Fashion,50.0575920390624
367,Spring,Grocery,2112.0008509873464
368,Foot,Grocery,2636.425396373663
369,Into,Home,320.4403790048129
370,Four,Grocery,4866.736906713048
371,Stock,Electronics,1169.320389685876
372,Product,Fashion,1555.7836621995903
373,Have,Grocery,1554.5154356623852
374,One,Fashion,1190.562477480882
375,Read,Electronics,57.29541932724151
376,Audience,Grocery,3660.256730735582
377,Trial,Home,4835.8852240064625
378,American,Fashion,1160.252742260973
379,Simply,Electronics,3332.083599426941
380,Real,Fashion,3722.3868184456396
381,Pressure,Grocery,4249.705626498097
382,Various,Grocery,2142.014525217365
383,Week,Home,1549.5079829201247
384,Onto,Electronics,1660.210913414004
385,Agent,Electronics,3577.4755988376387
386,Commercial,Home,4093.0583592028984
387,Ago,Home,948.9891403951832
388,Sense,Electronics,1886.1579903809377
389,Something,Fashion,4514.603973908293
390,Miss,Fashion,4043.132922488959
391,Plan,Home,4925.049093674255
392,Data,Fashion,3783.5288854263
393,Government,Electronics,1996.3162450882153
394,This,Grocery,2973.657278273457
395,Daughter,Grocery,3322.0205585242356
396,Tonight,Fashion,438.3562907697636
397,During,Home,2745.2599475641323
398,Reflect,Home,3561.138100939417
399,Reason,Home,878.2404548052489
400,Company,Home,3914.127001256508
401,Whatever,Home,2939.6752635448524
402,Tax,Fashion,4763.4978392030935
403,Just,Grocery,259.9903761241139
404,Physical,Grocery,1363.3643808995614
405,Method,Fashion,3027.691702534129
406,Speech,Home,1517.971565419357
407,Politics,Fashion,3586.399612152649
408,Enough,Grocery,3807.0761484835584
409,Down,Electronics,557.4540221290486
410,Think,Fashion,2593.5795978235
411,Try,Home,2569.0082501757265
412,Us,Grocery,1877.9398125669284
413,Pretty,Grocery,4667.978069719877
414,Discuss,Grocery,4146.156283372445
415,Well,Grocery,3501.186440452702
416,Create,Home,3585.916846888238
417,Account,Electronics,2335.4949118749396
418,Anything,Grocery,4608.922879428051
419,Then,Fashion,3488.2473649037624
420,Theory,Electronics,3658.4562551962913
421,Line,Grocery,4315.369973747359
422,Once,Electronics,1406.6543672438454
423,Buy,Fashion,4045.00097414018
424,Trade,Grocery,1016.4409846346356
425,Use,Fashion,1759.4426636121948
426,Manage,Home,1711.2717486357215
427,Southern,Grocery,4893.701068526246
428,Generation,Grocery,4289.859257552238
429,Off,Grocery,3520.7908148717856
430,Yourself,Grocery,3648.930969996181
431,Lawyer,Home,2832.2603322927266
432,Past,Grocery,4738.09880218717
433,Individual,Electronics,2506.4808267676895
434,Still,Grocery,1933.562663855978
435,Good,Home,857.0249178113754
436,Let,Grocery,3941.717978692237
437,Wear,Electronics,3685.4974637741775
438,Dinner,Home,1952.5574406944677
439,Catch,Home,174.70739909818533
440,Nearly,Electronics,4203.036772204153
441,Meet,Electronics,106.51901809766449
442,About,Electronics,3533.3139091638022
443,Last,Electronics,4852.772693143982
444,Floor,Electronics,2216.423574333607
445,Green,Home,1213.118354729966
446,Successful,Home,3539.1114997147392
447,Within,Grocery,4094.7843029771466
448,Energy,Grocery,2754.830064585344
449,Turn,Fashion,4836.824612517924
450,Movie,Grocery,305.76017220690744
451,Concern,Grocery,2548.738211607414
452,Door,Electronics,3606.347039246623
453,If,Electronics,4320.070332188436
454,Focus,Grocery,937.3152789435608
455,Stuff,Fashion,4010.017234730223
456,Seek,Electronics,2785.900024806799
457,Song,Grocery,2012.940725850318
458,Adult,Grocery,701.9893914665131
459,Manager,Home,4333.214006599116
460,Edge,Fashion,828.502380489591
461,Very,Home,1583.4499030850411
462,Tree,Fashion,1485.7253832140625
463,Industry,Electronics,4363.499469244729
464,Social,Fashion,3379.879821334045
465,On,Grocery,3993.572916097293
466,Voice,Grocery,1289.81609902287
467,Find,Fashion,3143.1267930546446
468,Image,Fashion,2880.142616561556
469,Design,Fashion,4172.510365101942
470,Build,Home,4535.13094938224
471,Political,Fashion,110.1760188130647
472,Officer,Electronics,3386.398599341024
473,Growth,Home,306.58720564265866
474,For,Home,2766.850392132912
475,Watch,Fashion,1473.7820087662071
476,Account,Electronics,1568.544167634599
477,Federal,Home,1797.1445920891651
478,Himself,Grocery,3125.39762279557
479,Claim,Home,1703.5473300604076
480,Next,Fashion,3676.860300421888
481,Tonight,Electronics,2052.410558590655
482,Parent,Fashion,388.3483415342952
483,Run,Grocery,3929.611220296331
484,Bank,Grocery,1464.5037067338947
485,Ago,Grocery,2192.19605401635
486,Factor,Fashion,3442.947221948413
487,There,Home,1695.6579778861244
488,Walk,Fashion,330.09899792624236
489,Act,Electronics,1900.9091827134273
490,Traditional,Home,4725.020484336802
491,Art,Grocery,3226.585266627863
492,Investment,Fashion,3373.8217859026745
493,Short,Grocery,3179.796660506317
494,Cause,Grocery,1035.0110878492121
495,Memory,Electronics,2120.7526273062867
496,Couple,Home,3767.152001898425
497,Well,Electronics,551.7958428881377
498,Scene,Electronics,1425.3712416440758
499,Firm,Electronics,1417.7795869059753
500,Agency,Grocery,2188.4936915928047
